price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,drive,type,paint_color
8250,2013.0,hyundai,sonata,missing,4 cylinders,gas,152300.0,automatic,fwd,sedan,silver
0,2003.0,pontiac,bonneville,missing,missing,gas,103561.0,automatic,missing,missing,missing
25990,2019.0,honda,civic si sedan 4d,good,missing,gas,25067.0,other,fwd,sedan,missing
13000,2017.0,hyundai,sonata,good,4 cylinders,gas,70000.0,automatic,fwd,sedan,silver
252,2020.0,chevrolet,malibu,missing,4 cylinders,gas,27230.0,automatic,fwd,sedan,missing
10500,2016.0,chrysler,200,excellent,4 cylinders,gas,39000.0,automatic,fwd,sedan,blue
14995,2011.0,gmc,sierra 1500,excellent,missing,gas,148700.0,automatic,4wd,pickup,white
35998,2015.0,ford,f-150,missing,missing,gas,104286.0,automatic,4wd,truck,missing
33799,2019.0,dodge,durango gt awd,missing,missing,gas,48755.0,automatic,missing,missing,missing
0,2005.0,toyota,tacoma,missing,6 cylinders,gas,0.0,automatic,rwd,pickup,black
9931,2014.0,chevrolet,cruze,missing,4 cylinders,gas,95550.0,automatic,fwd,sedan,red
19498,2016.0,ford,escape,missing,missing,gas,16747.0,automatic,fwd,missing,red
19990,2014.0,ford,f150,missing,missing,gas,126092.0,automatic,4wd,missing,missing
37900,2017.0,chevrolet,2500 crew 4x4 dmax,excellent,8 cylinders,diesel,150172.0,automatic,4wd,pickup,white
9200,1973.0,jeep,cj-5,good,8 cylinders,gas,140000.0,manual,4wd,SUV,orange
20999,2010.0,toyota,tacoma,like new,6 cylinders,gas,147000.0,automatic,rwd,pickup,missing
4500,2002.0,honda,accord se,good,missing,gas,164473.0,automatic,missing,sedan,silver
4400,2014.0,ford,focus,missing,missing,gas,104000.0,automatic,4wd,missing,white
49746,2017.0,ford,f-150 lariat,like new,6 cylinders,gas,62747.0,automatic,4wd,truck,missing
30590,2018.0,audi,q5 premium plus sport,good,missing,other,47436.0,other,missing,SUV,black
14950,2016.0,kia,optima sx turbo w/navigation,missing,missing,gas,63722.0,automatic,missing,missing,missing
11995,2011.0,chevrolet,silverado 1500,missing,8 cylinders,gas,186450.0,other,4wd,truck,grey
0,2019.0,jeep,cherokee trailhawk,missing,6 cylinders,gas,6551.0,automatic,4wd,SUV,missing
10990,2013.0,toyota,prius plug-in hybrid,missing,4 cylinders,hybrid,142808.0,automatic,fwd,hatchback,silver
400,2016.0,ford,mustang 5.0,missing,missing,gas,20000.0,automatic,missing,coupe,missing
45965,2017.0,ram,3500,excellent,missing,gas,126511.0,automatic,4wd,pickup,missing
0,2016.0,ford,f450 4x4,missing,missing,diesel,0.0,other,missing,other,white
9500,2000.0,toyota,tundra,excellent,8 cylinders,gas,183215.0,automatic,4wd,pickup,silver
392,2016.0,bmw,x5 xdrive35i,excellent,6 cylinders,gas,63901.0,automatic,4wd,SUV,missing
4000,2006.0,cadillac,dts,good,8 cylinders,gas,143000.0,automatic,fwd,sedan,silver
12995,2014.0,ford,escape,missing,4 cylinders,gas,86000.0,automatic,4wd,SUV,black
5100,2002.0,ford,ranger,good,6 cylinders,gas,211154.0,automatic,rwd,truck,blue
172,2012.0,toyota,rav4 limited,excellent,4 cylinders,gas,124753.0,automatic,missing,SUV,missing
47999,2018.0,nissan,titan xd sv,excellent,8 cylinders,diesel,32000.0,automatic,4wd,truck,black
20995,2018.0,toyota,camry,excellent,missing,gas,47591.0,automatic,missing,sedan,blue
37495,2015.0,ford,f-150,missing,8 cylinders,gas,90241.0,automatic,4wd,truck,silver
12590,2015.0,ford,focus electric hatchback 4d,good,missing,electric,46557.0,other,fwd,hatchback,missing
7995,2008.0,lincoln,navigator,missing,missing,gas,166507.0,automatic,missing,missing,missing
15550,2017.0,ram,1500 big horn,missing,8 cylinders,gas,90040.0,automatic,rwd,truck,white
39865,2018.0,dodge,charger,missing,missing,gas,37436.0,automatic,rwd,missing,missing
7000,2008.0,mercedes-benz,benz e350,good,missing,gas,190000.0,automatic,missing,sedan,missing
63981,2019.0,ford,f-250,missing,missing,diesel,55210.0,automatic,4wd,pickup,white
0,2016.0,ford,explorer,excellent,missing,gas,112000.0,automatic,missing,missing,missing
5995,2005.0,volkswagen,beetle,missing,missing,gas,96000.0,manual,missing,hatchback,blue
38990,2019.0,toyota,tundra crewmax sr5 pickup,good,8 cylinders,gas,15512.0,other,missing,pickup,silver
38999,2020.0,jeep,grand cherokee limited 4x4,missing,missing,gas,36990.0,automatic,4wd,SUV,black
7000,2004.0,bmw,645ci convertible,good,8 cylinders,gas,152000.0,automatic,rwd,convertible,silver
0,2018.0,audi,q5,missing,4 cylinders,gas,45578.0,automatic,4wd,SUV,black
10999,2011.0,honda,accord,missing,missing,gas,92750.0,automatic,missing,sedan,missing
11800,2008.0,ford,f-150,excellent,8 cylinders,gas,95000.0,automatic,4wd,pickup,missing
10000,1984.0,chevrolet,corvette,missing,8 cylinders,gas,93000.0,automatic,rwd,coupe,black
11888,2014.0,bmw,3 series,excellent,missing,gas,90180.0,automatic,rwd,sedan,missing
5995,2010.0,toyota,prius,good,4 cylinders,hybrid,230750.0,automatic,fwd,missing,missing
5800,2012.0,nissan,sentra,like new,4 cylinders,gas,144000.0,automatic,fwd,sedan,grey
19900,2007.0,ram,2500,good,6 cylinders,diesel,164000.0,automatic,4wd,missing,black
0,2014.0,mercedes-benz,e-class,missing,missing,gas,73572.0,automatic,missing,sedan,black
30000,2018.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,53000.0,automatic,4wd,SUV,orange
26995,2014.0,ford,f150 lariat supercrew 4x4,like new,6 cylinders,gas,159165.0,automatic,4wd,truck,blue
33590,2017.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,10744.0,other,rwd,coupe,missing
18238,2015.0,subaru,xv crosstrek limited,good,4 cylinders,gas,86979.0,automatic,missing,other,red
2500,2006.0,pontiac,missing,excellent,4 cylinders,gas,140000.0,automatic,fwd,missing,missing
19881,2017.0,gmc,terrain,missing,missing,gas,55642.0,automatic,fwd,missing,missing
4490,2008.0,hyundai,tiburon,new,4 cylinders,gas,120000.0,manual,missing,missing,custom
36998,2015.0,ford,f-150 lariat crew cab shor,missing,missing,gas,76868.0,automatic,4wd,missing,missing
12900,2020.0,hyundai,veloster,like new,4 cylinders,gas,17000.0,automatic,fwd,hatchback,missing
7500,2001.0,missing,Isuzu Rodeo 4x4 Sport Amigo,excellent,6 cylinders,gas,74567.0,automatic,4wd,SUV,white
10395,2008.0,missing,HUMMER H3,excellent,missing,gas,157778.0,automatic,4wd,SUV,white
19888,2014.0,jeep,wrangler,missing,missing,gas,98550.0,automatic,4wd,SUV,red
7995,2005.0,ford,f150 4x4,good,8 cylinders,gas,157405.0,automatic,4wd,truck,missing
16375,2012.0,ford,f150 lariat supercrew 4x4,excellent,8 cylinders,gas,152953.0,automatic,missing,missing,missing
13900,2013.0,ford,econoline cargo van,good,8 cylinders,gas,139000.0,automatic,rwd,van,white
1000,2018.0,chevrolet,malibu,like new,4 cylinders,gas,21000.0,automatic,missing,missing,missing
259,2018.0,hyundai,sonata,missing,4 cylinders,gas,34865.0,automatic,fwd,sedan,missing
39590,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,1988.0,other,rwd,coupe,black
19995,2011.0,ram,1500,good,missing,gas,159693.0,automatic,4wd,truck,brown
19995,2014.0,chevrolet,silverado,missing,missing,other,189740.0,automatic,4wd,pickup,missing
5000,2005.0,chevrolet,colorado,good,4 cylinders,gas,143000.0,automatic,rwd,missing,white
8900,2011.0,toyota,camry le,missing,missing,gas,73000.0,automatic,missing,missing,missing
29995,2018.0,chevrolet,silverado 1500 ltz,excellent,8 cylinders,gas,122278.0,automatic,4wd,pickup,blue
20988,2014.0,mercedes-benz,glk,missing,missing,other,54252.0,automatic,missing,missing,missing
18950,2009.0,chevrolet,suburban,excellent,8 cylinders,gas,139000.0,automatic,4wd,SUV,missing
13400,2016.0,volkswagen,golf sportwagen,missing,4 cylinders,gas,61000.0,automatic,fwd,wagon,grey
38590,2019.0,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,15266.0,other,rwd,coupe,red
11985,2006.0,honda,pilot,excellent,6 cylinders,gas,missing,automatic,4wd,SUV,grey
22299,2018.0,honda,accord,like new,4 cylinders,gas,12000.0,automatic,fwd,missing,missing
11900,2012.0,dodge,charger,missing,6 cylinders,gas,134989.0,automatic,rwd,sedan,white
9995,2008.0,mercedes-benz,c-class,good,6 cylinders,gas,87047.0,automatic,4wd,sedan,grey
17495,2014.0,lincoln,mkx,excellent,6 cylinders,gas,51384.0,automatic,fwd,SUV,silver
15990,2006.0,chevrolet,express cargo,good,missing,gas,86408.0,automatic,rwd,missing,white
33990,2014.0,ford,super duty f-550 drw,good,8 cylinders,diesel,136250.0,automatic,4wd,truck,white
30000,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,97191.0,automatic,4wd,truck,black
6500,2006.0,subaru,forester 2.5 xt ltd,excellent,4 cylinders,gas,160000.0,automatic,4wd,wagon,silver
16500,2016.0,mazda,cx-3,excellent,4 cylinders,gas,53926.0,automatic,fwd,hatchback,red
28590,2017.0,ram,1500 quad cab express pickup,good,missing,other,41816.0,other,4wd,pickup,missing
14991,2016.0,lincoln,mkz hybrid,excellent,4 cylinders,hybrid,86095.0,automatic,fwd,sedan,red
28000,2005.0,ford,mustang v6,excellent,6 cylinders,gas,106000.0,automatic,rwd,coupe,red
6400,2004.0,chevrolet,suburban 1500,missing,missing,gas,193000.0,automatic,missing,missing,missing
4995,2007.0,toyota,camry v6 auto le,good,6 cylinders,gas,155010.0,automatic,fwd,sedan,green
16895,2013.0,audi,q5,excellent,4 cylinders,gas,76819.0,automatic,4wd,SUV,black
14990,2016.0,missing,Scion iM Hatchback 4D,good,missing,gas,65203.0,other,fwd,hatchback,red
24990,2016.0,mazda,mx-5 miata grand touring,good,missing,other,9704.0,other,rwd,convertible,white
16000,2017.0,nissan,rogue s awd,excellent,4 cylinders,gas,73656.0,automatic,4wd,SUV,white
0,2014.0,chevrolet,impala,missing,4 cylinders,gas,92530.0,automatic,fwd,sedan,white
6300,2006.0,buick,lucerne cxl,excellent,6 cylinders,gas,67000.0,automatic,fwd,missing,missing
17350,2011.0,ram,1500 crew cab,missing,8 cylinders,gas,152446.0,automatic,4wd,pickup,black
5491,2009.0,chrysler,sebring limited,excellent,6 cylinders,gas,124325.0,automatic,fwd,sedan,silver
7995,2010.0,ford,f-150,missing,missing,gas,207891.0,automatic,missing,missing,missing
12595,2012.0,buick,enclave,like new,6 cylinders,gas,97670.0,automatic,4wd,SUV,brown
28995,2017.0,volkswagen,golf r,like new,4 cylinders,gas,70179.0,manual,4wd,hatchback,blue
22590,2018.0,mazda,cx-5 sport suv 4d,good,missing,other,17778.0,other,missing,other,black
34590,2017.0,toyota,tacoma access cab trd,good,6 cylinders,gas,20097.0,other,4wd,pickup,missing
36990,2016.0,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190.0,other,4wd,pickup,black
0,2016.0,gmc,sierra 3500,missing,8 cylinders,diesel,114167.0,automatic,4wd,truck,missing
5995,2003.0,chevrolet,s10,missing,missing,gas,57000.0,manual,missing,missing,missing
12900,2006.0,chevrolet,monte carlo ss,like new,8 cylinders,gas,57797.0,automatic,missing,missing,black
3850,2008.0,ford,focus,missing,4 cylinders,gas,112649.0,automatic,missing,missing,green
1,2007.0,ford,econoline,good,8 cylinders,gas,104000.0,automatic,rwd,van,missing
25990,2016.0,bmw,3 series 340i sedan 4d,good,missing,gas,45611.0,automatic,rwd,sedan,black
23452,2018.0,hyundai,santa fe sport,missing,4 cylinders,gas,52190.0,automatic,fwd,SUV,white
19400,2016.0,jeep,cherokee,excellent,4 cylinders,gas,81140.0,automatic,4wd,wagon,white
16995,2009.0,dodge,challenger,excellent,missing,gas,86285.0,manual,rwd,coupe,blue
33350,2020.0,ford,mustang,missing,4 cylinders,gas,2014.0,manual,rwd,convertible,green
20590,2013.0,volvo,c70 t5 premier plus,good,missing,other,68968.0,other,missing,other,black
0,2015.0,ford,f59 18,missing,missing,gas,missing,missing,missing,other,missing
1,1960.0,missing,any and all,missing,missing,other,1.0,other,missing,missing,missing
39500,2017.0,chevrolet,silverado 1500 4wd,excellent,missing,gas,79272.0,automatic,4wd,missing,white
13990,1996.0,chevrolet,corvette,missing,missing,other,50167.0,automatic,rwd,coupe,missing
4250,2012.0,mazda,5,excellent,4 cylinders,gas,178525.0,automatic,fwd,mini-van,grey
12500,2021.0,chevrolet,trailblazer,missing,missing,other,2773.0,automatic,fwd,SUV,missing
29990,2019.0,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,6727.0,other,rwd,coupe,red
6495,2012.0,nissan,altima,excellent,4 cylinders,gas,148360.0,automatic,fwd,sedan,grey
24950,1999.0,ram,2500,excellent,missing,diesel,219299.0,manual,4wd,pickup,red
1890,2006.0,nissan,altima,salvage,6 cylinders,gas,111000.0,automatic,fwd,missing,missing
6295,2010.0,nissan,sentra s,excellent,4 cylinders,gas,87000.0,automatic,fwd,sedan,black
35590,2017.0,ram,1500 crew cab big horn,good,8 cylinders,gas,22401.0,other,4wd,pickup,blue
3000,2006.0,pontiac,grand prix,good,6 cylinders,gas,191000.0,automatic,fwd,sedan,silver
36999,2015.0,ford,f-150,missing,6 cylinders,gas,76431.0,automatic,4wd,truck,black
35990,2018.0,audi,a4 allroad premium plus,good,missing,gas,29157.0,other,missing,wagon,black
27800,2019.0,toyota,rav4 le fwd (natl),missing,missing,missing,3939.0,automatic,fwd,missing,grey
39990,2020.0,ram,1500 crew cab big horn,good,6 cylinders,gas,6841.0,automatic,4wd,pickup,missing
11500,2001.0,chevrolet,silverado,missing,missing,gas,290000.0,automatic,missing,missing,missing
25000,2015.0,ford,edge sel,excellent,missing,gas,54000.0,automatic,missing,SUV,blue
78999,2017.0,bmw,i8,excellent,3 cylinders,gas,35735.0,other,missing,coupe,silver
15000,1989.0,jeep,wrangler,excellent,6 cylinders,gas,20.0,automatic,4wd,SUV,custom
0,2016.0,ford,f-550,good,8 cylinders,diesel,37376.0,automatic,rwd,truck,white
30590,2020.0,acura,tlx 2.4 w/technology pkg,good,missing,gas,2135.0,other,fwd,sedan,silver
21995,2017.0,acura,ilx,missing,4 cylinders,gas,20225.0,automatic,fwd,sedan,silver
30590,2018.0,dodge,durango sxt sport utility,good,6 cylinders,gas,34692.0,other,missing,other,black
2950,2007.0,volkswagen,passat turbo,good,missing,gas,149.0,automatic,missing,missing,missing
3600,2004.0,honda,odyssey ex-l w/dvd,excellent,6 cylinders,gas,156905.0,automatic,fwd,mini-van,blue
5000,2007.0,subaru,outback,good,4 cylinders,gas,160000.0,automatic,missing,wagon,black
59990,2017.0,ford,super duty f-550 drw,good,8 cylinders,diesel,31337.0,automatic,4wd,truck,white
11980,2009.0,toyota,venza,missing,6 cylinders,gas,111913.0,automatic,fwd,wagon,silver
2500,2003.0,honda,accord,fair,4 cylinders,gas,360000.0,automatic,fwd,sedan,blue
3000,2000.0,ford,excursion limited,fair,10 cylinders,gas,191000.0,automatic,4wd,SUV,green
21590,2017.0,mitsubishi,outlander sel sport,good,missing,gas,12903.0,other,4wd,SUV,red
52471,2019.0,ford,f-250sd xltcrew cab,excellent,8 cylinders,gas,41326.0,automatic,4wd,truck,missing
23590,2017.0,ram,1500 quad cab express pickup,good,6 cylinders,gas,42253.0,other,missing,pickup,black
0,2020.0,chevrolet,silverado 1500 lt 4x4,missing,missing,gas,20569.0,automatic,4wd,truck,black
8500,1940.0,ford,f1,missing,8 cylinders,gas,12345.0,automatic,missing,missing,missing
10550,2008.0,lexus,is 250 sport sedan,excellent,6 cylinders,gas,96875.0,automatic,missing,sedan,missing
27998,2011.0,ram,chassis cab,missing,missing,diesel,247560.0,automatic,fwd,other,white
8950,2012.0,hyundai,santa fe,excellent,6 cylinders,gas,115420.0,automatic,4wd,SUV,brown
11900,2016.0,chevrolet,equinox awd,excellent,6 cylinders,gas,85000.0,automatic,4wd,SUV,red
0,2018.0,nissan,altima 2.5 sl,missing,missing,gas,64267.0,other,fwd,sedan,missing
11917,2017.0,hyundai,accent,like new,4 cylinders,gas,51548.0,automatic,fwd,sedan,red
8000,2005.0,ford,f-150 xlt,good,6 cylinders,gas,183700.0,automatic,rwd,van,red
0,2018.0,ford,escape,excellent,missing,gas,28760.0,automatic,missing,SUV,black
45500,2011.0,dodge,5500hd,excellent,missing,diesel,195774.0,automatic,4wd,truck,white
34999,2012.0,gmc,sierra 3500hd,missing,8 cylinders,diesel,170094.0,automatic,4wd,truck,missing
22590,2013.0,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169.0,other,missing,pickup,silver
27995,2017.0,nissan,nv2500 hd cargo,missing,missing,gas,48769.0,automatic,missing,missing,white
27990,2018.0,lexus,es 350 sedan 4d,good,6 cylinders,gas,34415.0,other,fwd,sedan,white
34995,2017.0,ford,f150,like new,6 cylinders,gas,68000.0,automatic,4wd,truck,black
59500,2021.0,ford,f-150,good,missing,gas,137.0,automatic,4wd,truck,silver
31995,2016.0,ford,f-350,missing,missing,other,169578.0,automatic,4wd,pickup,black
3995,2009.0,kia,sportage,excellent,4 cylinders,gas,159216.0,automatic,fwd,SUV,red
38990,2017.0,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,20676.0,other,4wd,other,red
14133,2015.0,mitsubishi,outlander sport,excellent,4 cylinders,gas,48039.0,automatic,fwd,SUV,red
29990,2016.0,chevrolet,colorado extended cab,good,6 cylinders,gas,17302.0,other,4wd,pickup,red
5995,2011.0,honda,cive se,good,4 cylinders,gas,135000.0,automatic,fwd,sedan,blue
6995,2007.0,missing,Scion tC,excellent,missing,gas,138876.0,automatic,fwd,hatchback,black
70000,2017.0,mercedes-benz,sprinter 2500,excellent,6 cylinders,diesel,29400.0,automatic,rwd,van,black
49500,2017.0,chevrolet,tahoe,missing,missing,gas,39500.0,automatic,missing,missing,missing
19995,2009.0,ford,f250,missing,missing,diesel,160939.0,automatic,missing,missing,missing
17990,2014.0,volkswagen,jetta sportwagen 2.0l,good,missing,diesel,31374.0,other,fwd,wagon,red
25990,2019.0,ford,f150 regular cab xlt pickup,good,6 cylinders,gas,21480.0,other,missing,pickup,black
0,2018.0,ford,explorer,excellent,missing,gas,12029.0,automatic,missing,SUV,red
35950,2011.0,ford,f250 super duty lariat,excellent,8 cylinders,diesel,157159.0,automatic,4wd,truck,grey
7900,2011.0,ford,f-150,missing,missing,gas,200000.0,automatic,missing,missing,missing
43000,2017.0,ram,3500,missing,missing,diesel,105794.0,automatic,4wd,pickup,missing
0,2014.0,toyota,highlander limited awd,like new,6 cylinders,gas,80000.0,automatic,4wd,SUV,grey
0,2005.0,honda,accord ex-l,good,4 cylinders,gas,102000.0,automatic,fwd,sedan,blue
12999,2001.0,ford,ranger,excellent,6 cylinders,gas,56621.0,automatic,rwd,missing,brown
173,2007.0,lexus,rx,missing,6 cylinders,gas,117512.0,automatic,4wd,SUV,missing
37990,2018.0,dodge,challenger r/t scat pack,good,8 cylinders,gas,22869.0,other,rwd,coupe,silver
28990,2018.0,audi,q5 premium plus sport,good,missing,other,51504.0,other,missing,SUV,blue
34990,2017.0,bmw,x4 m40i sport utility 4d,good,missing,other,26811.0,automatic,missing,other,silver
36590,2019.0,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222.0,other,4wd,pickup,blue
18900,2008.0,ram,2500 4x4 cummins,good,6 cylinders,diesel,172401.0,automatic,4wd,missing,black
30995,2016.0,ford,f-350 super duty 4x2 2dr re,missing,missing,gas,99000.0,automatic,missing,missing,missing
26590,2013.0,lexus,ls 460 sedan 4d,good,8 cylinders,gas,83882.0,automatic,rwd,sedan,missing
300,2010.0,missing,all,missing,missing,gas,100000.0,automatic,missing,missing,missing
5995,2011.0,nissan,altima 2.5,excellent,4 cylinders,gas,116000.0,automatic,fwd,sedan,black
33975,missing,missing,Romeo Stelvio,missing,4 cylinders,gas,14254.0,automatic,rwd,SUV,red
30590,2017.0,toyota,highlander le sport,good,missing,other,23734.0,other,missing,other,missing
24195,2021.0,chevrolet,trax,new,missing,gas,10.0,automatic,fwd,SUV,silver
32619,2016.0,ram,1500,excellent,8 cylinders,gas,89199.0,automatic,4wd,pickup,blue
41590,2020.0,audi,a6 45 tfsi premium plus,good,missing,gas,27160.0,other,missing,sedan,black
2500,1996.0,cadillac,seville sls,good,8 cylinders,gas,169000.0,automatic,rwd,sedan,white
17997,2015.0,chevrolet,silverado 1500,excellent,missing,gas,136029.0,automatic,missing,pickup,white
6450,2008.0,honda,civic,excellent,4 cylinders,gas,99210.0,automatic,fwd,sedan,silver
24988,2017.0,subaru,crosstrek,missing,missing,other,32957.0,automatic,4wd,hatchback,red
4000,1998.0,chevrolet,silverado 1500,missing,missing,gas,84999.0,automatic,missing,missing,missing
35995,2015.0,ford,super duty f-250,excellent,missing,gas,103049.0,automatic,4wd,pickup,black
26785,1989.0,mercedes-benz,500-class,missing,8 cylinders,gas,105999.0,automatic,rwd,missing,red
4495,2011.0,chevrolet,cruze,missing,missing,gas,163057.0,automatic,missing,missing,missing
16999,2014.0,ford,explorer limited sport,excellent,6 cylinders,gas,114258.0,other,missing,SUV,missing
0,2011.0,ford,fusion,missing,4 cylinders,gas,171333.0,automatic,missing,missing,missing
6999,2014.0,buick,encore,missing,missing,other,14876.0,automatic,fwd,SUV,missing
9000,2014.0,chevrolet,volt,good,4 cylinders,hybrid,91044.0,other,fwd,sedan,blue
0,2019.0,ram,5500hd,missing,missing,diesel,28353.0,automatic,4wd,missing,white
19799,2015.0,dodge,durango sxt awd gas suv,missing,missing,gas,103402.0,automatic,4wd,SUV,grey
38990,2014.0,toyota,fj cruiser sport utility,good,6 cylinders,gas,66710.0,other,4wd,other,missing
27988,2015.0,missing,Maserati GHIBLI,missing,6 cylinders,gas,67267.0,automatic,4wd,sedan,black
0,2016.0,ram,1500,missing,6 cylinders,diesel,91193.0,automatic,4wd,truck,black
7995,1969.0,missing,austin healey,good,4 cylinders,gas,40000.0,manual,rwd,convertible,yellow
25450,1969.0,lincoln,continental,like new,8 cylinders,gas,400000.0,automatic,rwd,sedan,black
42990,2020.0,acura,mdx sh-awd w/technology,good,missing,other,8225.0,other,missing,other,black
5000,1988.0,gmc,3500,missing,missing,gas,63000.0,manual,missing,missing,missing
10900,2000.0,missing,2000 international,excellent,8 cylinders,diesel,85000.0,manual,rwd,truck,white
35590,2018.0,jaguar,e-pace p250 se sport,good,missing,other,14991.0,other,missing,other,black
7000,2009.0,dodge,charger,excellent,6 cylinders,gas,94000.0,automatic,rwd,sedan,blue
5500,2011.0,chevrolet,impala,excellent,missing,gas,105000.0,automatic,missing,missing,missing
38590,2017.0,nissan,titan xd crew cab sv,good,8 cylinders,gas,26539.0,other,missing,pickup,black
1800,2011.0,toyota,camry,missing,missing,gas,207570.0,automatic,missing,missing,missing
49989,2017.0,ford,f250 xlt diesel 4x4,excellent,8 cylinders,diesel,80365.0,automatic,4wd,pickup,white
19988,2016.0,gmc,acadia,missing,missing,gas,99144.0,automatic,missing,missing,missing
10750,2014.0,mini,cooper clubman,missing,missing,gas,33000.0,manual,missing,missing,missing
8500,2016.0,nissan,altima,good,4 cylinders,gas,117100.0,automatic,fwd,sedan,white
0,2014.0,chevrolet,sonic,missing,missing,gas,1.0,automatic,missing,missing,missing
16495,2012.0,chevrolet,silverado,missing,missing,other,152381.0,automatic,4wd,pickup,black
45995,2019.0,ram,all-new 1500,missing,8 cylinders,gas,20965.0,automatic,4wd,truck,missing
89950,2020.0,ford,f-450sd,missing,missing,diesel,8572.0,automatic,4wd,missing,white
0,2019.0,dodge,journey,excellent,4 cylinders,gas,16545.0,automatic,fwd,SUV,missing
6888,2009.0,volvo,v50,good,4 cylinders,gas,93039.0,automatic,fwd,wagon,silver
0,2013.0,ford,f-150 platinum,missing,6 cylinders,gas,77230.0,automatic,4wd,truck,missing
8995,2006.0,mazda,6,missing,missing,gas,185112.0,automatic,missing,missing,missing
29367,2018.0,toyota,sienna,missing,missing,gas,75083.0,automatic,fwd,mini-van,missing
21000,2004.0,ford,super duty f-350 drw,missing,8 cylinders,diesel,124430.0,automatic,rwd,truck,missing
29990,2018.0,alfa-romeo,romeo stelvio ti sport,good,missing,other,26978.0,other,missing,hatchback,missing
32590,2015.0,mercedes-benz,gla-class gla 45,good,missing,gas,34811.0,other,missing,other,black
3050,2004.0,toyota,corolla,excellent,4 cylinders,gas,149000.0,automatic,fwd,sedan,blue
39990,2019.0,infiniti,q60 3.0t luxe coupe 2d,good,6 cylinders,gas,13785.0,other,missing,coupe,missing
36110,2020.0,kia,niro plug-in hybrid,missing,missing,gas,5.0,automatic,fwd,missing,silver
14495,2014.0,bmw,x3 xdrive28i awdsuv,excellent,4 cylinders,gas,99809.0,automatic,4wd,SUV,missing
8500,1996.0,ford,f-250 4wd 5sp 7.5,excellent,8 cylinders,gas,198200.0,manual,4wd,pickup,white
0,2017.0,ford,expedition el,excellent,6 cylinders,gas,103864.0,automatic,rwd,SUV,black
36990,2017.0,mercedes-benz,e-class e 400,good,6 cylinders,gas,28256.0,automatic,missing,coupe,missing
21590,2011.0,lexus,ls 460 sedan 4d,good,8 cylinders,gas,93294.0,other,rwd,sedan,white
25990,2016.0,subaru,wrx limited sedan 4d,good,missing,gas,37682.0,automatic,missing,sedan,silver
0,1998.0,ford,mustang gt convertible,missing,missing,gas,31000.0,automatic,missing,missing,missing
3999,2001.0,chevrolet,venture,good,6 cylinders,gas,153778.0,automatic,fwd,mini-van,brown
10500,2012.0,mini,countryman,missing,4 cylinders,gas,122503.0,automatic,missing,other,green
33590,2018.0,ford,explorer xlt sport utility,good,6 cylinders,gas,9728.0,other,4wd,other,black
7988,2015.0,volkswagen,beetle,excellent,missing,gas,49920.0,automatic,fwd,hatchback,grey
3600,1999.0,ford,f150,good,8 cylinders,gas,150000.0,automatic,4wd,missing,white
15250,2018.0,nissan,rogue sport,excellent,4 cylinders,gas,30368.0,automatic,4wd,SUV,blue
7499,2012.0,mazda,mazda3 i touring,missing,4 cylinders,gas,105622.0,automatic,fwd,sedan,white
8900,2002.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,missing,automatic,4wd,missing,white
17590,2015.0,toyota,camry se sedan 4d,good,missing,gas,42590.0,other,fwd,sedan,black
3995,2003.0,pontiac,gr prix gt,fair,6 cylinders,gas,171541.0,automatic,fwd,sedan,red
283,2017.0,lexus,is is turbo f sport,missing,4 cylinders,gas,43059.0,automatic,rwd,sedan,missing
322,2015.0,kia,optima sx,missing,missing,other,31812.0,automatic,missing,missing,silver
52990,2019.0,ram,2500 crew cab big horn,good,missing,diesel,32119.0,other,4wd,pickup,black
13991,2015.0,ford,fusion se sedan 4d,missing,missing,gas,missing,automatic,missing,sedan,missing
19999,2015.0,ford,f250 xl - extended cab,excellent,8 cylinders,gas,164983.0,automatic,4wd,truck,missing
31990,2019.0,bmw,x3 sdrive30i sport utility,good,missing,gas,37220.0,other,rwd,SUV,black
46590,2019.0,toyota,tundra crewmax sr5 pickup,good,8 cylinders,gas,17693.0,other,4wd,pickup,silver
12650,2009.0,ford,f150,good,8 cylinders,gas,190000.0,automatic,rwd,truck,black
2300,1995.0,ram,1500 laramie,good,8 cylinders,gas,176000.0,automatic,rwd,pickup,grey
11900,2016.0,jeep,patriot,excellent,missing,gas,93648.0,automatic,fwd,SUV,white
30990,2018.0,lexus,nx 300h sport utility 4d,good,missing,hybrid,27205.0,automatic,missing,hatchback,silver
5500,1991.0,chevrolet,silverado,missing,missing,gas,88888.0,manual,missing,missing,missing
15950,2013.0,mercedes-benz,c300 sport 4matic,missing,missing,gas,60000.0,automatic,missing,missing,missing
16790,2018.0,nissan,sentra,missing,4 cylinders,gas,11267.0,automatic,fwd,sedan,blue
