price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,drive,type,paint_color
24223,2013.0,gmc,acadia denali,excellent,6 cylinders,gas,66520.0,automatic,4wd,SUV,missing
500,2004.0,pontiac,bonneville sle,salvage,6 cylinders,gas,195000.0,automatic,fwd,missing,red
6500,2007.0,chevrolet,malibu maxx ss,excellent,6 cylinders,gas,100000.0,automatic,fwd,hatchback,missing
49998,2017.0,ford,f250 lariat 4x4 diesel,missing,missing,diesel,160867.0,automatic,missing,missing,missing
17995,2013.0,ford,e350 box truck,excellent,8 cylinders,gas,174037.0,automatic,rwd,truck,white
23900,2013.0,ford,f-150 xlt 4x4,excellent,6 cylinders,gas,92958.0,automatic,4wd,pickup,black
34250,2018.0,ram,1500 slt,missing,8 cylinders,gas,22482.0,automatic,4wd,missing,missing
10000,2011.0,jeep,grand cherokee,excellent,8 cylinders,gas,170000.0,automatic,missing,SUV,black
3100,2002.0,nissan,missing,good,4 cylinders,gas,172000.0,automatic,fwd,sedan,green
16900,2012.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,114590.0,automatic,4wd,missing,white
0,2009.0,honda,cr-v,excellent,4 cylinders,gas,231126.0,automatic,4wd,SUV,missing
30135,2019.0,mini,cooper countryman all4,good,missing,other,16328.0,automatic,missing,SUV,missing
4490,2004.0,toyota,corolla,excellent,missing,gas,118000.0,automatic,missing,missing,silver
2999,2005.0,missing,SCION XB,like new,4 cylinders,gas,159864.0,manual,fwd,wagon,missing
199,2017.0,dodge,charger,missing,missing,gas,20839.0,automatic,missing,missing,missing
23990,2018.0,lincoln,mkc premiere sport,good,missing,gas,26175.0,other,fwd,other,white
20990,2020.0,jeep,renegade sport suv 4d,good,missing,gas,12690.0,other,missing,other,missing
30678,2013.0,chevrolet,silverado 1500 lt,good,8 cylinders,other,99830.0,automatic,4wd,pickup,missing
7995,2004.0,nissan,frontier,good,4 cylinders,gas,162443.0,automatic,rwd,truck,custom
3500,2007.0,dodge,nitro,good,6 cylinders,gas,169742.0,automatic,4wd,SUV,black
15450,2018.0,dodge,journey,missing,missing,gas,28891.0,automatic,fwd,missing,missing
18952,2017.0,honda,civic,missing,4 cylinders,gas,41027.0,automatic,fwd,coupe,black
15990,2018.0,toyota,yaris ia sedan 4d,good,missing,other,28927.0,other,missing,sedan,white
36990,2016.0,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190.0,other,4wd,pickup,black
21990,2012.0,nissan,370z touring coupe 2d,good,missing,other,40415.0,other,rwd,coupe,white
27988,2019.0,jeep,grand cherokee,excellent,missing,gas,29788.0,automatic,4wd,SUV,grey
6995,2008.0,ford,edge,excellent,missing,gas,152947.0,automatic,4wd,SUV,grey
39590,2018.0,toyota,4runner limited sport,good,6 cylinders,gas,34199.0,other,4wd,other,red
4200,2009.0,subaru,impreza,good,missing,gas,91000.0,automatic,missing,missing,black
17495,2017.0,subaru,impreza,missing,4 cylinders,gas,66790.0,manual,4wd,sedan,silver
0,2013.0,lexus,rx 350,missing,6 cylinders,gas,58222.0,automatic,4wd,SUV,custom
29590,2017.0,ford,expedition xlt sport,good,6 cylinders,gas,70760.0,other,4wd,SUV,blue
34590,2020.0,infiniti,qx50 luxe sport utility,good,missing,other,3542.0,other,fwd,hatchback,brown
0,2012.0,ford,escape limited,excellent,missing,gas,73447.0,automatic,missing,SUV,missing
0,2018.0,gmc,sierra 1500,excellent,6 cylinders,gas,26244.0,automatic,4wd,truck,white
22645,2014.0,bmw,428 i,missing,missing,gas,77514.0,automatic,missing,other,black
27699,2017.0,ram,1500,missing,8 cylinders,gas,29887.0,automatic,4wd,pickup,blue
31590,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,30577.0,other,4wd,other,missing
24995,2007.0,chevrolet,silverado,missing,missing,gas,115560.0,automatic,4wd,other,white
14590,2016.0,chevrolet,trax lt sport utility,good,missing,gas,82797.0,other,fwd,hatchback,black
0,2018.0,toyota,rav4 se,missing,4 cylinders,gas,36292.0,automatic,4wd,SUV,missing
18931,2014.0,chevrolet,express cargo,missing,8 cylinders,hybrid,50046.0,automatic,rwd,van,white
6450,2011.0,nissan,sentra,good,4 cylinders,gas,80244.0,automatic,fwd,sedan,silver
40590,2019.0,ford,f250 super duty regular cab,good,8 cylinders,other,9313.0,other,4wd,pickup,white
6999,2012.0,honda,civic,good,4 cylinders,gas,120800.0,automatic,fwd,sedan,brown
9900,2013.0,ford,escape,good,4 cylinders,gas,101000.0,automatic,4wd,missing,blue
16000,2018.0,hyundai,elantra se,good,missing,other,33432.0,automatic,fwd,hatchback,red
21990,2007.0,ram,3500 slt,excellent,6 cylinders,diesel,161388.0,automatic,rwd,pickup,missing
4995,2001.0,chevrolet,suburban,missing,8 cylinders,gas,200412.0,automatic,4wd,SUV,white
8500,2013.0,ford,escape sel awd,missing,missing,gas,118219.0,automatic,missing,missing,missing
21995,2015.0,bmw,4 series,excellent,4 cylinders,gas,56900.0,automatic,missing,other,blue
11895,2014.0,subaru,forester,good,4 cylinders,gas,124004.0,automatic,4wd,SUV,white
79999,2020.0,gmc,sierra diesel durmax 2500 hd,missing,missing,diesel,8182.0,automatic,4wd,truck,blue
5800,2009.0,toyota,prius,excellent,4 cylinders,hybrid,148000.0,automatic,fwd,hatchback,blue
18990,2013.0,infiniti,g g37x sedan 4d,good,6 cylinders,gas,62241.0,other,missing,sedan,silver
15000,2000.0,ford,f250 super duty,excellent,10 cylinders,gas,71082.0,automatic,4wd,pickup,red
237,2014.0,bmw,5 series 535i,missing,6 cylinders,gas,77396.0,automatic,rwd,sedan,missing
32990,2011.0,bmw,z4 sdrive35is roadster 2d,good,missing,other,45858.0,other,rwd,other,red
42900,2020.0,toyota,4runner,new,6 cylinders,gas,4300.0,automatic,4wd,SUV,red
28000,2007.0,ford,e250 econoline,excellent,8 cylinders,gas,86100.0,automatic,rwd,van,white
17590,2019.0,chevrolet,trax lt sport utility,good,missing,gas,29736.0,other,missing,hatchback,silver
14995,2019.0,kia,forte fe,excellent,4 cylinders,gas,30633.0,automatic,fwd,sedan,silver
5785,2005.0,toyota,camry,missing,missing,gas,116477.0,automatic,missing,missing,missing
46990,2020.0,rover,range evoque p250 se,good,missing,gas,147.0,automatic,missing,SUV,white
8990,2013.0,missing,smart fortwo Passion Hatchback,good,missing,gas,59072.0,automatic,rwd,coupe,silver
22990,2019.0,honda,civic,missing,missing,gas,25307.0,automatic,fwd,sedan,red
6700,2009.0,toyota,camry,good,4 cylinders,gas,148800.0,automatic,fwd,sedan,blue
25999,2014.0,ford,f-150,missing,6 cylinders,gas,125442.0,automatic,4wd,truck,black
1399,2009.0,dodge,challenger se,missing,missing,gas,83320.0,automatic,rwd,coupe,black
9995,2005.0,chevrolet,colorado,good,5 cylinders,gas,171509.0,automatic,4wd,pickup,black
16990,2012.0,lexus,ct 200h premium hatchback,good,missing,hybrid,65113.0,other,fwd,hatchback,red
31999,2015.0,missing,2015 Silverado 2500 HD,excellent,8 cylinders,gas,109500.0,automatic,4wd,truck,white
20000,2017.0,cadillac,escalade,missing,missing,gas,200000.0,automatic,missing,missing,missing
54000,1996.0,missing,Kenworth W900,missing,6 cylinders,other,418000.0,manual,rwd,missing,white
13990,2016.0,jeep,patriot high altitude 4x4,excellent,4 cylinders,gas,103372.0,automatic,4wd,SUV,black
39991,2015.0,ram,2500 slt,missing,missing,diesel,102109.0,automatic,missing,missing,missing
10497,2012.0,chevrolet,equinox,missing,4 cylinders,gas,124701.0,automatic,fwd,SUV,blue
11900,2015.0,missing,CHRYLSER TOWN & COUNTRY TOURING,good,6 cylinders,gas,104000.0,automatic,fwd,mini-van,black
41590,2019.0,audi,a4 allroad premium plus,good,missing,gas,21493.0,other,missing,wagon,green
7242,2017.0,mitsubishi,mirage g4 es cvt,missing,3 cylinders,missing,50884.0,automatic,fwd,sedan,black
17577,2015.0,ford,explorer,excellent,6 cylinders,gas,78578.0,automatic,4wd,SUV,missing
16995,2015.0,chevrolet,camaro lt,good,6 cylinders,gas,95644.0,automatic,rwd,coupe,black
6595,2008.0,jeep,compass sport,excellent,4 cylinders,gas,111315.0,automatic,4wd,SUV,missing
18400,2009.0,jeep,wrangler rubicon,good,6 cylinders,gas,98000.0,manual,4wd,SUV,green
2000,2003.0,chrysler,missing,missing,missing,gas,128000.0,automatic,missing,missing,missing
0,2020.0,toyota,highlander,excellent,missing,gas,26613.0,automatic,missing,missing,missing
21990,2016.0,mazda,mx-5 miata club,good,missing,other,41251.0,other,rwd,convertible,white
34995,2007.0,chevrolet,corvette,missing,missing,other,11742.0,automatic,missing,convertible,missing
6500,2006.0,honda,cr-v,good,4 cylinders,gas,175621.0,automatic,fwd,missing,blue
26590,2017.0,nissan,titan xd single cab sv,good,8 cylinders,gas,47267.0,other,4wd,pickup,white
46900,2015.0,chevrolet,silverado 3500hd,excellent,8 cylinders,diesel,138000.0,automatic,4wd,truck,red
8999,2009.0,subaru,forester,missing,missing,gas,109370.0,automatic,missing,missing,missing
17995,2001.0,ford,excursion,missing,missing,gas,124060.0,automatic,fwd,SUV,red
8450,2012.0,chevrolet,volt,excellent,4 cylinders,gas,103097.0,automatic,missing,hatchback,missing
22000,1965.0,ford,missing,missing,missing,gas,1.0,automatic,missing,missing,missing
28590,2015.0,rover,range evoque pure,good,missing,gas,24958.0,other,4wd,SUV,red
40999,2019.0,ford,lifted f150 xlt 4x4 1/2 ton,missing,missing,gas,27037.0,automatic,4wd,truck,white
1500,2004.0,volvo,v70,good,5 cylinders,gas,220638.0,automatic,fwd,wagon,white
24590,2013.0,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318.0,other,missing,pickup,missing
17999,2014.0,lexus,es 350 basesedan,excellent,6 cylinders,gas,74154.0,automatic,missing,sedan,missing
23000,2006.0,missing,chevorlet corvette,excellent,8 cylinders,gas,69899.0,manual,rwd,coupe,white
4950,2012.0,chevrolet,cruze,missing,missing,gas,126281.0,automatic,missing,missing,missing
8899,2012.0,hyundai,sonata,missing,missing,other,81263.0,automatic,missing,sedan,silver
3100,2011.0,toyota,camry hybrid,missing,missing,electric,1.0,automatic,fwd,other,missing
10000,2013.0,kia,optima hybrid,excellent,6 cylinders,hybrid,83683.0,automatic,rwd,coupe,black
64988,2018.0,chevrolet,silverado 3500hd,like new,8 cylinders,diesel,11600.0,automatic,4wd,missing,missing
15995,2011.0,ford,f250 super duty,missing,missing,diesel,232333.0,automatic,missing,missing,missing
1500,1996.0,jaguar,xj6 vanden plas,missing,missing,gas,143500.0,automatic,missing,missing,missing
4999,2005.0,chevrolet,equinox ls,excellent,6 cylinders,gas,108273.0,automatic,fwd,SUV,custom
8800,2011.0,mazda,3,good,4 cylinders,gas,77312.0,manual,fwd,sedan,grey
52499,2021.0,buick,enclave,missing,missing,gas,3.0,automatic,missing,missing,missing
7995,2015.0,chevrolet,traverse,missing,6 cylinders,gas,103862.0,other,4wd,SUV,grey
26885,missing,missing,TLX,missing,6 cylinders,gas,42765.0,automatic,fwd,sedan,silver
0,2015.0,ford,focus,missing,missing,gas,113831.0,automatic,missing,missing,missing
12950,2008.0,chevrolet,avalanche,missing,missing,gas,125145.0,automatic,fwd,truck,missing
17590,2015.0,volvo,s60 t5 premier sedan 4d,good,missing,gas,63512.0,automatic,missing,sedan,blue
1100,2003.0,chevrolet,venture,fair,4 cylinders,gas,234000.0,automatic,missing,mini-van,red
26871,2008.0,mitsubishi,lancer evolution gsr,missing,missing,gas,61704.0,manual,4wd,missing,white
7500,2006.0,lexus,es 330 sedan,excellent,6 cylinders,gas,106008.0,automatic,missing,sedan,grey
10377,2008.0,subaru,impreza,missing,missing,gas,63268.0,automatic,missing,hatchback,black
10995,2009.0,ford,econoline e250 cargo van,missing,8 cylinders,gas,213313.0,automatic,rwd,van,white
33590,2019.0,ford,ranger supercrew xl pickup,good,missing,gas,33424.0,other,4wd,pickup,white
10995,2012.0,chrysler,300,excellent,6 cylinders,gas,120002.0,automatic,rwd,missing,grey
20995,2014.0,mercedes-benz,gl-class,missing,missing,gas,73705.0,automatic,missing,SUV,black
27860,2014.0,gmc,sierra 1500 slt,like new,8 cylinders,gas,95000.0,automatic,rwd,truck,brown
18997,2011.0,missing,Other MV-1,missing,8 cylinders,missing,121801.0,automatic,fwd,missing,white
9250,2009.0,acura,mdx sport,good,6 cylinders,gas,168504.0,automatic,fwd,SUV,black
14900,2018.0,kia,optima 4dr sdn lx,excellent,4 cylinders,gas,58000.0,automatic,fwd,sedan,white
9950,2007.0,bmw,x5 xdrive 4.8i awd sport-suv,missing,missing,gas,77845.0,automatic,missing,missing,missing
21750,2013.0,infiniti,qx56,excellent,8 cylinders,gas,113473.0,automatic,4wd,SUV,black
1900,2003.0,gmc,sierra,missing,missing,gas,1.0,automatic,4wd,pickup,white
15990,2003.0,ford,f-250 super duty,excellent,8 cylinders,diesel,130680.0,automatic,rwd,truck,white
16590,2016.0,dodge,journey sxt sport utility,good,6 cylinders,gas,45813.0,other,fwd,other,black
4200,2004.0,honda,accord,missing,missing,gas,177200.0,automatic,missing,missing,missing
23590,2017.0,volvo,s60 t5 inscription,good,missing,other,25484.0,other,missing,sedan,missing
17495,2018.0,subaru,impreza,excellent,4 cylinders,gas,22060.0,automatic,4wd,wagon,missing
8500,2008.0,missing,Mack,missing,missing,diesel,180000.0,manual,missing,missing,missing
1950,2015.0,missing,INTL Prostar,missing,missing,diesel,570000.0,manual,missing,missing,missing
24590,2017.0,infiniti,q70 3.7 sedan 4d,good,6 cylinders,gas,76604.0,other,rwd,sedan,missing
4900,2011.0,chevrolet,cruze ls,excellent,4 cylinders,gas,150000.0,automatic,fwd,missing,white
12998,2013.0,honda,civic,missing,4 cylinders,gas,63002.0,automatic,fwd,sedan,grey
0,2017.0,jeep,grand cherokee,excellent,8 cylinders,gas,44269.0,automatic,4wd,SUV,red
5995,2003.0,lexus,gs,missing,missing,gas,158961.0,automatic,missing,other,black
32998,2012.0,ram,3500,missing,missing,diesel,127000.0,automatic,missing,missing,missing
29990,2020.0,chevrolet,blazer 1lt sport,good,missing,gas,4988.0,other,fwd,SUV,white
10900,2012.0,mini,cooper hardtop s,excellent,4 cylinders,gas,92000.0,automatic,fwd,hatchback,blue
5299,2005.0,ford,expedition,excellent,8 cylinders,gas,205500.0,automatic,rwd,SUV,blue
9000,2016.0,chevrolet,malibu ls,good,4 cylinders,gas,110275.0,automatic,fwd,sedan,black
7950,2007.0,ford,mustang,good,6 cylinders,gas,111952.0,automatic,rwd,missing,black
27495,2019.0,ford,flex,excellent,missing,gas,34618.0,automatic,4wd,SUV,missing
12000,2019.0,chevrolet,silverado 1500 crew cab,excellent,missing,gas,27799.0,automatic,4wd,pickup,white
22167,2011.0,cadillac,escalade ext,good,8 cylinders,gas,132343.0,automatic,4wd,wagon,silver
8989,2001.0,chevrolet,silverado 1500 ls 4x4,excellent,8 cylinders,gas,170862.0,automatic,4wd,truck,brown
6200,2013.0,chevrolet,malibu,good,6 cylinders,gas,132000.0,automatic,fwd,sedan,white
105000,1987.0,porsche,911 carrera turbo 2dr c,missing,missing,gas,35400.0,manual,missing,coupe,missing
7995,2008.0,chevrolet,tahoe,missing,missing,gas,216458.0,automatic,missing,missing,missing
8500,1984.0,chevrolet,corvette,excellent,8 cylinders,gas,41064.0,manual,rwd,coupe,black
17990,2012.0,volkswagen,touareg tdi sport suv,good,6 cylinders,gas,93185.0,other,missing,other,white
44491,2013.0,ram,3500,missing,missing,diesel,124408.0,automatic,4wd,pickup,missing
29599,2014.0,lexus,ls 460,missing,8 cylinders,gas,68910.0,automatic,4wd,sedan,silver
16539,2017.0,ford,fusion,missing,missing,gas,35589.0,automatic,fwd,sedan,missing
34590,2019.0,volvo,xc60 t5 momentum sport,good,missing,other,12692.0,other,fwd,other,red
27995,2012.0,ford,f250 super duty,missing,missing,gas,43444.0,automatic,missing,missing,white
17990,2015.0,toyota,camry le sedan 4d,good,missing,gas,38546.0,other,fwd,sedan,black
20990,2018.0,toyota,c-hr xle premium sport,good,missing,other,14835.0,other,fwd,hatchback,missing
16590,2017.0,chevrolet,trax lt sport utility,good,missing,gas,37400.0,other,missing,hatchback,white
33990,2017.0,ram,1500 crew cab tradesman,good,8 cylinders,gas,17033.0,other,4wd,pickup,blue
2250,2008.0,ford,focus se,missing,missing,gas,237000.0,automatic,missing,sedan,missing
8500,1997.0,jeep,wrangler,good,6 cylinders,gas,183000.0,manual,4wd,missing,green
22995,2014.0,toyota,tacoma,excellent,missing,gas,64000.0,automatic,4wd,pickup,silver
3999,2009.0,toyota,yaris,excellent,missing,gas,200625.0,manual,fwd,sedan,blue
56900,2019.0,gmc,sierra 1500,excellent,8 cylinders,gas,56344.0,automatic,4wd,truck,white
19999,2013.0,ram,1500 regular cab,missing,8 cylinders,gas,88756.0,automatic,missing,pickup,silver
13590,2013.0,honda,fit sport hatchback 4d,good,missing,gas,90019.0,other,fwd,hatchback,missing
23990,2017.0,fiat,124 spider lusso,good,missing,gas,13769.0,other,rwd,other,missing
16590,2012.0,acura,tl sh-awd sedan 4d,good,missing,other,80007.0,other,missing,sedan,silver
17590,2013.0,mini,hardtop cooper s hatchback,good,missing,other,20181.0,other,fwd,hatchback,red
8472,2009.0,dodge,journey,missing,6 cylinders,gas,90325.0,automatic,fwd,SUV,red
24590,2013.0,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318.0,other,missing,pickup,missing
29500,2016.0,audi,a7,missing,missing,gas,79070.0,automatic,missing,sedan,black
7995,2013.0,chrysler,200,excellent,6 cylinders,gas,102065.0,automatic,fwd,sedan,grey
6785,2008.0,buick,lacrosse,missing,6 cylinders,gas,89024.0,automatic,fwd,sedan,grey
22900,2016.0,ford,transit t250,missing,6 cylinders,gas,95900.0,automatic,rwd,missing,white
26500,2007.0,chevrolet,silverado 3500 4x4,good,8 cylinders,diesel,104588.0,automatic,4wd,truck,white
16990,2008.0,ford,super duty f-350 srw,good,8 cylinders,gas,147476.0,automatic,4wd,missing,white
11500,1965.0,missing,Olds Holiday Coupe,excellent,8 cylinders,gas,82000.0,automatic,rwd,coupe,brown
22990,2018.0,acura,tlx 2.4 sedan 4d,good,missing,other,20813.0,other,missing,sedan,silver
6995,2004.0,mercury,grand marquis,excellent,8 cylinders,gas,71597.0,automatic,rwd,sedan,blue
35590,2018.0,audi,a4 allroad premium wagon 4d,good,missing,gas,28162.0,other,missing,wagon,missing
39000,2014.0,gmc,sierra 2500hd,excellent,8 cylinders,diesel,111442.0,automatic,4wd,truck,black
0,2012.0,ford,mustang,excellent,8 cylinders,gas,46127.0,manual,rwd,coupe,blue
13770,2017.0,chevrolet,cruze,missing,missing,gas,42745.0,automatic,fwd,missing,silver
6700,2012.0,hyundai,elantra,missing,missing,missing,missing,missing,missing,missing,missing
312,2017.0,audi,a4,missing,4 cylinders,gas,62522.0,automatic,4wd,sedan,missing
408,2018.0,acura,rdx fwd w/technology pkg,missing,6 cylinders,gas,16320.0,automatic,fwd,SUV,missing
19995,2008.0,ford,f-250 super duty,missing,missing,diesel,146010.0,automatic,missing,other,brown
12990,2007.0,ford,super duty f-250,excellent,8 cylinders,diesel,134134.0,automatic,4wd,missing,black
1750,2008.0,pontiac,g6,good,missing,gas,15800.0,automatic,missing,missing,missing
7595,2014.0,hyundai,elantra,good,missing,gas,82598.0,automatic,fwd,sedan,black
16921,2018.0,kia,optima,missing,4 cylinders,gas,56353.0,automatic,fwd,sedan,custom
8500,2012.0,chevrolet,cruze ltzsedan w/1lz,excellent,4 cylinders,gas,74018.0,automatic,missing,sedan,missing
34590,2015.0,ford,mustang gt premium,good,8 cylinders,gas,30970.0,other,rwd,other,white
46932,2015.0,chevrolet,silverado 2500 high ct,missing,missing,diesel,123975.0,automatic,missing,missing,missing
14995,2015.0,ford,transit connect xl van,excellent,4 cylinders,gas,98999.0,automatic,fwd,van,white
17590,2019.0,chevrolet,trax lt sport utility,good,missing,gas,29736.0,other,missing,hatchback,silver
13950,2018.0,ford,taurus,excellent,6 cylinders,gas,63500.0,automatic,fwd,sedan,blue
64900,missing,missing,500,missing,6 cylinders,diesel,12338.0,automatic,4wd,pickup,white
10750,2014.0,nissan,rogue sv awd,good,4 cylinders,gas,72635.0,automatic,4wd,SUV,black
6495,2006.0,honda,accord lx,good,4 cylinders,gas,110723.0,automatic,fwd,sedan,white
37900,2018.0,ford,f-150,missing,missing,gas,35733.0,automatic,fwd,pickup,blue
3000,2007.0,ford,taurus se,good,6 cylinders,gas,85000.0,automatic,fwd,sedan,red
4500,2008.0,honda,odyssey ex,good,missing,gas,162962.0,automatic,missing,missing,missing
6500,2008.0,ram,1500,good,6 cylinders,gas,120000.0,manual,rwd,truck,black
